Tweets,Sentiment
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM @VinayPrasad82 http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home ,positive
http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292  Pregabalin has no effect on Sciatica !! It has more SE ..,positive
Pregabalin found ineffective against sciatic pain | Reuters http:// ln.is/www.reuters.co m/arti/xjn36 ,neutral
New issue of NEJM: Pregabalin does not reduce leg pain or disability for individuals with neuropathic sciatica pain http://www. nejm.org/doi/pdf/10.105 6/NEJMoa1614292  pic.twitter.com/FaqpLDIQic,positive
@roca_ferran . Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNPnVeYDoFc.twitter ,positive
Pregabalin is ineffective for sciatica. http:// fb.me/3zoeBb6qU,neutral
Drug No Better Than Placebo for Lower Back,negative
Drug No Better Than Placebo for Lower Back,negative
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNPheRXLiGk.twitter ,positive
Pregabalin harm reduction campaign launched on drugs.ie: http://www. drugs.ie/news/article/p regabalin_harm_reduction_campaign_launched?utm_source=dlvr.it&utm_medium=twitter ,neutral
Drug No Better Than Placebo for Lower Back,negative
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNPf3CHZw_c.twitter ,positive
@medevidenceblog gabapentin/ pregabalin are sedatives.didnt work as anticonvulsants- sell em as painkillers - nonsense,neutral
Join this weeks #NEJMForum as we discuss the Original Article Trial of Pregabalin for Acute and Chronic Sciatica http:// nej.md/2ndXXeF pic.twitter.com/PAY9KhsA5b,positive
Sciatica Drug Pregabalin Not Effective Against Pain: The well-known drug pregabalin made use of against leg and http:// dlvr.it/Nj404x pic.twitter.com/jTLIiBNJAt,negative
#Pharma #Baddrugs Pregabalin (Lyrica) No Help 4 Sciatica Leg #Pain https://www. medpagetoday.com/Neurology/Pain Management/64054  #OpPharma #GetTheFacts #Legalize #Cannabis #LEAP,neutral
Pain drug Pregabalin no more effective than placebo for sciatica" per NE J of Med http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNPRKdnS07M.twitter ",positive
Pregabalin found ineffective against sciatic pain | Article [AMP] | Reuters http://www. reuters.com/article/us-hea lth-lyrica-sciatica-trial-idUSKBN16T32Q ,neutral
Spend the $ on chiro/acupuncture/massage/yoga instead! Pregabalin No Help for Sciatica Leg #Pain https://www. medpagetoday.com/Neurology/Pain Management/64054 ,neutral
Considering that the placebo effect is weak this doesn't say much for Lyrica ( pregabalin ) https:// twitter.com/chparkphysio/s tatus/844889556168134657 ,negative
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNPMopgp0RA.twitter ,positive
Maybe this is what it takes for docs to question blind faith in pregabalin ,negative
Trial of Pregabalin for Acute and Chronic Sciatica - not better than Placebo! NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNPIZ4MGQfs.twitter ,positive
Pregabalin is Lyrica in USA and is not effective for sciatica in new study. https:// twitter.com/peteosullivanp t/status/844835139062444037 ,negative
Sciatica Drug Pregabalin Not Effective Against Pain - http:// technewshunter.com/tech-news/scia tica-drug-pregabalin-not-effective-against-pain-35602/  pic.twitter.com/85LMpL9Mlm,negative
Trial of Pregabalin for Acute and Chronic Sciatica. - PubMed - NCBI https://www. ncbi.nlm.nih.gov/m/pubmed/28328 324/?i=3&from=sciatica ,positive
Pregabalin found ineffective against sciatic pain http:// reut.rs/2neAgD3 via @Reuters,neutral
Pregabalin not superior to placebo for sciatica; congruent with Cdn 2014 neuropathic pain guidelines? Somewhat... https:// twitter.com/vicpain1/statu s/844870489256312836 ,negative
Pregabalin no better than placebo for sciatica! Power of placebo strikes again. Robust study aswell http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home&#methods ,positive
Clinically useful study!!!!! Pregabalin doesn't help sciatica. http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#t=articleMethods ,positive
#Sciatica medication Pregabalin found to be no more effective than placebo http://www. abc.net.au/news/2017-03-2 3/sciatica-drug,positive
I found pregabalin useful for sciatica when a PCP- turns out pts were getting better on their own! #priceyplacebo,positive
Pregabalin Doesn't Help Sciatica Pain - http://www. jwatch.org/FW112685 via @Physns1stWatch,neutral
The @UKSupremeCourt will also hear Cartier (web-blocking trade mark case) & Warner-Lambert ( pregabalin patent case) https://www. supremecourt.uk/docs/permissio n-to-appeal-2017-0103.pdf  https:// twitter.com/ManagingIP/sta tus/819118695091933184 ,neutral
Top 10 stories of the day! Pregabalin not helpful for Sciatica,positive
#Health Sciatica medication Pregabalin found to be no more effective than placebo - ABC Online http:// dlvr.it/Nj16fN #Southeast Asia,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNOvTCeVqnk.twitter   http:// dlvr.it/Nj0rl3 pic.twitter.com/xnzCEaqhcl,positive
Pregabalin at doses of 600mg daily has NO effect on sciatic pain with increased side effects,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNOvTCeVqnk.twitter ,positive
My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2mSRVgb #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/GZ41bcxVUc,neutral
#pregabalin doesn't work. I tend to use gabapentin + duloxetine combo #FOAMed https:// twitter.com/nejm/status/84 4656202189561857 ,neutral
Trial of Pregabalin for Acute and Chronic Sciatica. https:// goo.gl/fb/udXlTX,positive
Interesting results here showing pregabalin (lyrica) is no help for raidculopathy pain in the leg. https://www. medpagetoday.com/Neurology/Pain Management/64054 ,positive
@ThomIPhillips @georgeinstitute That's really interesting. Further research needed on Pregabalin & Amitriptyline then?,positive
For more information on #pregabalin use & misuse this link is excellent http:// ln.is/www.drugs.ie/i OhmO  #pharmacyhour plus RT @PharmCareUCC,positive
Treatment with pregabalin did not significantly reduce the intensity of leg pain associated with sciatica and did  http:// htn.to/JBykzt,negative
Pregabalin found ineffective against sciatic pain http://www. reuters.com/article/us-hea lth-lyrica-sciatica-trial-idUSKBN16T32Q ,neutral
Despite escalating prescriptions,neutral
Thanks @DrGrinzi for this - pregabalin no better than placebo for acute and chronic sciatica https:// scontent.fadl1-1.fna.fbcdn.net/v/t1.0-9/17457 711_10154125630421572_1081165926174323400_n.jpg?oh=a06d3eb309bd25c644d23939bfb5c9ba&oe=597268F4 ,positive
Lyrica ( Pregabalin ) no better than placebo for sciatica. https:// twitter.com/cgmmaher/statu s/844735875351113729 ,negative
@AnaLiffey help produce Pregabalin harm reduction campaign launched on drugs.ie: http://www. drugs.ie/news/article/p regabalin_harm_reduction_campaign_launched?utm_source=dlvr.it&utm_medium=twitter  via @DrugWiseUK & @DDNMagazine,neutral
Retweeted ABC News ( @abcnews ): #Sciatica medication Pregabalin found to be no more effective than placebo... http:// fb.me/2PqzHbVWi,positive
(Reuters Health) - - Pregabalin ,neutral
Really useful iformation we are seeing a big increase in use . Pregabalin : http:// drugs.ie/pregabalin,positive
Pregabalin No Help for Sciatica Leg Pain https://www. medpagetoday.com/Neurology/Pain Management/64054 ,neutral
Trial of Pregabalin for Acute and Chronic Sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?af=R&rss=currentIssue  #Massachusetts Medical Society: New England Journal of Medicine,positive
Is Pregabalin Ineffective in Acute or Chronic Sciatica? http://www. nejm.org/doi/full/10.10 56/NEJMe1701147?af=R&rss=currentIssue  #Massachusetts Medical Society: New England Journal of Med,positive
Really interesting isn't it! I feel I have a lot to thank Pregabalin for but as ever,positive
Trial of Pregabalin for Acute and Chronic Sciatica http:// ift.tt/2na0hl6,positive
Is Pregabalin Ineffective in Acute or Chronic Sciatica? http:// ift.tt/2nfLMhf,positive
gabapentin/ pregabalin largely sedative. Pharma exploited difficulty of studying pain to sell them as analgesics,positive
Sciatica drug Pregabalin no more effective than placebo: study https:// goo.gl/7esnJG #aus #ausbiz,positive
Trial of Pregabalin for Acute and Chronic #Sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home  pic.twitter.com/cf886GC7Kf,positive
Quite accurate and succinct,positive
RCT of Pregabalin for Acute and Chronic Sciatica no better than placebo in this 209 patient RCT JUST DONT! http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC ,positive
Pregabalin not Much good for sciatica it seems https:// twitter.com/NEJM/status/84 4656202189561857 ,negative
Pregabalin was effective for my shingles pain,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNN1q-5ELds.twitter ,positive
pregabalin don't significantly reduce the intensity of leg pain Trial of Pregabalin for Acute and Chronic Sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNN0GfQbQFo.twitter ,positive
#Sciatica drug Pregabalin no more effective than placebo: study http://www. abc.net.au/news/2017-03-2 3/sciatica-drug,positive
...also be caused by SIJ alignment issues and lower lumbar facet joint problems,neutral
...in the thoraco-lumbar,neutral
Pregabalin did not significantly reduce the intensity of leg pain associated with sciatica and did not significantly improve other outcomes. https:// twitter.com/NEJM/status/84 4656202189561857 ,negative
Australian Trial of Pregabalin for Acute and Chronic Sciatica summary: useless. http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNNkGDhoBvI.twitter ,positive
Makes sense,neutral
Pregabalin (Markenname LYRICA) wirkt nicht bei Ischiasschmerzen Das Ergebnis einer australischen Studie,neutral
Pregabalin no better than placebo for #sciatica - Australian RCT https:// goo.gl/OsRrEw @georgeinstitute pic.twitter.com/0iO9aI7IUO,negative
Sciatica drug Pregabalin no more effective than placebo: study http://www. gibspace.com/2017/03/23/sci atica-drug-pregabalin-no-more-effective-than-placebo-study/ ,positive
Pregabalin /Lyrica no better than placebo Rx intensity of leg pain due to sciatica or improvement of other outcomes. http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNNMlMAyA6w.twitter ,negative
Sciatica drug Pregabalin no more effective than placebo: study https:// goo.gl/fb/dGlkJy #DSNAustralia,positive
Treatment with pregabalin did not significantly reduce the intensity of leg pain associated with sciatica and did no http:// ln.is/www.nejm.org/d oi/ful/5bIoN ,negative
Pregabalin not reduce sciatica intensity of leg pain and other outcomes. AE higher in pregabalin than placebo http:// ln.is/www.nejm.org/d oi/ful/z4jFD ,positive
Pregabalin dans la sciatique est bien c'est splendidement inefficace http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC ,positive
#Sciatica medication Pregabalin found to be no more effective than placebo http:// ab.co/2mSExs4 #backpain pic.twitter.com/Hi1WU53BnS,positive
#Sciatica medication Pregabalin found to be no more effective than placebo http:// ab.co/2mSExs4 #backpain pic.twitter.com/7cDx80QWuj,positive
Sciatica drug Pregabalin no more effective than placebo: study http:// ift.tt/2nENlGA,positive
Treatment with pregabalin did not significantly reduce the intensity of leg pain associated with sciatica. https:// twitter.com/NEJM/status/84 4656202189561857 ,negative
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNNBdummlZA.twitter ,positive
Common sciatica medication Pregabalin found to be no more effective than placebo http:// ab.co/2n9x2iB Photo: Flickr pic.twitter.com/nRu8PFTgag,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNNA77hjeds.twitter  Definitivamente no siempre sirve...,positive
Sciatica drug Pregabalin no more effective than placebo: study http:// ift.tt/2o6TVSS,positive
Sciatica drug Pregabalin no more effective than placebo: study http:// ift.tt/2o6TVSS #abcnetau #abc #news,positive
Sciatica drug Pregabalin no more effective than placebo: study - http:// ift.tt/2o6TVSS,positive
Sciatica drug Pregabalin no more effective than placebo: study http:// ift.tt/2o6TVSS,positive
Reuters:Based on Australian data,neutral
Pregabalin No Help for Sciatica Leg Pain http:// ift.tt/2nf6YnE,neutral
Pregabalin No Help for Sciatica Leg Pain http://www. medpagetoday.com/Neurology/Pain Management/64054 ,neutral
RCT shows pregabalin (Lyrica) is no better than placebo for #sciatica leg pain http:// bit.ly/2o6DwO8 @NEJM @georgeinstitute #rheum,negative
RCT shows pregabalin (Lyrica) is no better than placebo for #sciatica leg pain http:// bit.ly/2o6DwO8 @NEJM @georgeinstitute #rheum,negative
Pregabalin of no benefit for sciatica: http:// thelimbic.com/rheumatology/p regabalin-of-no-benefit-for-sciatica/ ,neutral
Pregabalin found ineffective against sciatic pain http:// uk.reuters.com/article/us-hea lth-lyrica-sciatica-trial-idUKKBN16T32Q?feedType=RSS&feedName=healthNews  pic.twitter.com/lDVWYxxbNe,neutral
Shared via Reuters: Pregabalin found ineffective against sciatic pain,neutral
Pregabalin No Help for Sciatica Leg Pain: (MedPage Today) -- More adverse events,positive
Pregabalin No Help for Sciatica Leg Pain #Geriatrics http:// dld.bz/f7qfa,neutral
Pregabalin No Help for Sciatica Leg Pain #Neurology http:// dld.bz/f7qfa,neutral
#Pregabalin (Lyrica) No Better Than Placebo for Lower Back,negative
Chronic sciatica not influenced by pregabalin . No surprise. https:// twitter.com/nejm/status/84 4656202189561857 ,neutral
#Pregabalin ( #Lyrica ) often used for #sciatica ,neutral
Trial of Pregabalin for Acute & Chronic Sciatica,positive
Pregabalin found ineffective against sciatic pain,neutral
Pregabalin No Help for Sciatica Leg Pain - (MedPage Today) -- More adverse events,positive
In a study of more than 200 patients,positive
Pregabalin for Acute and Chronic Sciatica is no better @NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC ,positive
Great trial showing that Pregabalin is no better than placebo for sciatica #backpain @DrChristineLin @CGMMaher http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
Pregabalin found ineffective against sciatic pain http:// s.einnews.com/lbHkuCZ2aJ,neutral
Pregabalin found ineffective against sciatic pain,neutral
Pregabalin (Lyrica) not better than placebo for sciatica. http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
Pregabalin for Acute and Chronic Sciatica - RCT @CAEP_Docs @SAEMEBM @TheSGEM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC ,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNMH0IeGPHk.twitter ,positive
(Reuters Health) - - Pregabalin ,neutral
#Reuters Pregabalin found ineffective against sciatic pain https:// goo.gl/ZOTFmv,neutral
Negative finding - Trial of #Pregabalin for Acute and Chronic #Sciatica  #NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNMGLVlgAhY.twitter ,positive
PRECISE trial shows pregabalin ineffective for sciatica. https:// twitter.com/peteosullivanp t/status/844674905857667072 ,positive
My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2nK9XGf #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/9PbM2P00m9,neutral
#HealthNews Pregabalin found ineffective against sciatic pain http:// ht.ly/2MPI50amAfB,neutral
Pregabalin found ineffective against sciatic pain - (Reuters Health) - - Pregabalin ,neutral
Pregabalin (Lyrica) didn't offer any relief from the leg pain associated with acute or chronic sciatica http:// bit.ly/2mRudRt,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM #rhumatologie #rheumatology http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNMBttHUCsw.twitter ,positive
The results of our Precise trial ( Pregabalin for Acute and Chronic Sciatica) are available online! https:// twitter.com/NEJM/status/84 4656202189561857 ,positive
 Pregabalin Doesn't Help Sciatica Pain (FREE)" http://www. jwatch.org/fw112685/2017/ 03/23/pregabalin-doesnt-help-sciatica-pain ",positive
Pregabalin No Help for Sciatica Leg Pain http:// ift.tt/2o63rph #atlanta #seniorhealthcare,neutral
RT Transplant_Doc Trial of Pregabalin for Acute and Chronic Sciatica  NEJM: Lyrica does not help sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNL7E6y_RnM.twitter  "",positive
Is Pregabalin Ineffective in Acute or Chronic Sciatica?  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMe1701147#.WNL8XOYX6wU.twitter ,positive
Pregabalin found ineffective against sciatic pain http:// reut.rs/2neAgD3 via @Reuters,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM: Lyrica does not help sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNL7E6y_RnM.twitter ,positive
Reuters Health News: Pregabalin found ineffective against sciatic pain #Reuters #Health https:// rssfla.re/1076122/pregab alin-found-ineffective-against-sciatic-pain ,neutral
pregabalin in sciatica. doesn't work,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNL6tFlBcF8.twitter ,positive
Pregabalin No Help for Sciatica Leg Pain (MedPage Today) -- More adverse events,positive
Pregabalin No Help for Sciatica Leg Pain http:// bit.ly/2muePPF,neutral
Pregabalin No Help for Sciatica Leg Pain (MedPage Today) -- More adverse events,positive
Pregabalin No Help for Sciatica Leg Pain http:// dlvr.it/Nhn0F3,neutral
Pregabalin No Help for Sciatica Leg Pain http:// dlvr.it/Nhn01s,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL | Reuters: Health News::: (Reuters Health) - - Pregabalin ,neutral
Pregabalin found ineffective against sciatic pain http:// buff.ly/2nTc1Za,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nexopO,neutral
Pregabalin for sciatica. And the evidence says . . . http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC  ... http:// fb.me/4Jy0VsIkB,positive
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL (Reuters Health) - - Pregabalin ,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL,neutral
No significant benefits from #pregabalin in the #sciatica treatment - #pain #neuropathy #drugs - http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#article ,positive
Pregabalin found ineffective against sciatic pain (Reuters Health) - - Pregabalin ,neutral
Pregabalin found ineffective against sciatic pain - http:// feeds.reuters.com/~r/reuters/UKH ealthNews/~3/VXNBX-J74s4/us-health-lyrica-sciatica-trial-idUKKBN16T32Q  (Reuters Health) - - Pregabalin ,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL,neutral
Pregabalin found ineffective against sciatic pain,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL,neutral
Pregabalin found ineffective against sciatic pain http:// ift.tt/2nKtFBL,neutral
http:// twtly.com/pc3 (Reuters Health) - - Pregabalin ,neutral
Pregabalin found ineffective against sciatic pain | News Rows https:// goo.gl/fb/hxg4Oo,neutral
Pregabalin found ineffective against sciatic pain http://www. reuters.com/article/us-hea lth-lyrica-sciatica-trial-idUSKBN16T32Q?feedType=RSS&feedName=healthNews ,neutral
Pregabalin found ineffective against sciatic pain http:// dlvr.it/Nhmk9y pic.twitter.com/Ju6sfwhjTZ,neutral
Pregabalin found ineffective against sciatic pain http:// dlvr.it/Nhmjn5 pic.twitter.com/MBqr831qds,neutral
Pregabalin found ineffective against sciatic pain http:// dlvr.it/NhmjkL pic.twitter.com/QJ83QVGbHT,neutral
Pregabalin found ineffective against sciatic pain http:// dlvr.it/NhmjjW pic.twitter.com/px1Ugf9rre,neutral
Top and Pregabalin found ineffective against sciatic pain http:// dlvr.it/NhmjjP pic.twitter.com/bBM7iSUtVb,positive
Pregabalin found ineffective against sciatic pain http:// dlvr.it/Nhmjdn #news,neutral
Pregabalin found ineffective against sciatic pain http://www. reuters.com/article/us-hea lth-lyrica-sciatica-trial-idUSKBN16T32Q?feedType=RSS&feedName=healthNews  #Reuters : Health News,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
Pregabalin found ineffective against sciatic pain http:// reut.rs/2neiiR8,neutral
Pregabalin found ineffective against sciatic pain - http:// cdanews.com/2017/03/pregab alin-found-ineffective-against/ ,neutral
Pregabalin of no benefit for sciatica http:// thelimbic.com/rheumatology/p regabalin-of-no-benefit-for-sciatica/  @CGMMaher,neutral
Pregabalin Doesn't Help Sciatica Pain (FREE) http:// dlvr.it/NhmL9k,positive
Pregabalin did not work for sciatica. Also a common cause of adverse neurological side effects in advanced #CKD and #dialysis . https:// twitter.com/NEJM/status/84 4656202189561857 ,positive
@NEJM : Pregabalin for Acute and Chronic Sciatica http:// nej.md/2mQRHGb pic.twitter.com/oPeA6GVMMW solo diferencia vs placebo en efec 2rios?,positive
Trial of Pregabalin for Acute and Chronic Sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
#pregabalin use rather common for a multiplicity of pain syndromes,negative
Trial of Pregabalin for Acute and Chronic Sciatica http:// nej.md/2mQRHGb pic.twitter.com/WmEJ6V9tN9  No difference!,positive
Editorial: Is Pregabalin Ineffective in Acute or Chronic Sciatica? http:// nej.md/2nCDXDi,positive
Original Article: Trial of Pregabalin for Acute and Chronic Sciatica http:// nej.md/2mQRHGb pic.twitter.com/X8dZraEuGu,positive
PRECISE trial shows pregabalin ineffective for sciatica. @CochraneBack @PeteOSullivanPT @MaryOKeeffe007 @georgeinstitute @Sydney_Uni pic.twitter.com/L31xCmSdLU,positive
HPRA - 303 reports of serious adverse effects from 04'-16' assoc with Lyrica- pregabalin . Over half reported in women https://www. irishtimes.com/life-and-style /health-family/dopey-out-of-it-patients-share-their-painkiller-side-effects-1.2926355?mode=amp ,negative
If more than one CNS depressant is used in combination with pregabalin (eg,positive
Pregabalin has adverse effects on the CNS when used in combination with other CNS depressants,negative
Harm reduction information on pregabalin - marketed as lyrica in Ireland http://www. drugs.ie/downloadDocs/2 017/Pregabalin%20FactSheet%20Revision%20-%204.pdf ,neutral
Pregabalin may treat the pain and the stiffness on which other medication doesn't work,negative
News item: Pregabalin harm reduction campaign launched on drugs.ie. http:// dlvr.it/NhWKDc,neutral
Pregabalin harm reduction campaign launched on drugs.ie http:// dlvr.it/NhVQWD,neutral
Pregabalin harm reduction campaign launched on drugs.ie: http://www. drugs.ie/pregabalin @HSELive pic.twitter.com/XqqaX4L7G7,neutral
Dr gave me a cheap version of pregabalin 3 weeks ago. The last three days I've had nerve pain I've not felt all the time for years,positive
I started a medication called pregabalin which helped massively with giving me refreshing restorative sleep and easing...,positive
Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,neutral
Levetiracetam,neutral
Pregabalin improved both insomnia and the back pain from spine fractures of my patient.Side effect works well.,neutral
Pregabalin is Lyrica used for neuropatheitc pain always concerned with that issue @DebraAr49979596 @Oxyconmdamu https:// twitter.com/DebraAr4997959 6/status/835293789312929793 ,neutral
Addiction & pain docs: MAR 23 NEJM: BDZ dep review + article,neutral
@farma_sagrado bns tienen pregabalin 300 o 150? Ngabapentina? Betaderm alpram de 2 sertralina de 100 y por no perder costumbre genesa??,neutral
#Lyrica is our #bestselling #anticonvulsant used to help and relieve #nervepain and #seizures - Go to http://www. pharmacy-xl.com/lyrica-pills-g eneric-anticonvulsant-75-150-mg-tablets-pregabalin-nerve-pain-seizures-pfizer-online-pharmacy-xl.html  #Pregabalin,negative
I'm taking Pregabalin ,neutral
Perioperative pregabalin administration does not prevent chronic postoperative pain. - http:// journals.lww.com/pain/Abstract/ publishahead/Perioperative_pregabalin_administration_does_not.99285.aspx ,neutral
The anti-convulsant drugs gabapentin and pregabalin may be used. #Fibromyalgia,neutral
Pregabalin may #lessenpain from irritable #bowelsyndrome ,neutral
Pregabalin and duloxetine are approved for the management of #fibromyalgia .,neutral
Sertraline,neutral
Buy Lyrica Pregabalin 300 mg cheap Online at GenericEPharmacy in USA UK - After analyzing your nerve pain... https:// tmblr.co/Z5O6mf2Jmo61p,positive
#Lyrica #pregabalin 150 75mg #medication is an effective treatment in combating #neuropathic_pain #UK . Buy now: http://www. genericepharmacy.com/buy-pregabalin -lyrica-online.html  pic.twitter.com/Ky0NbkcGLt,positive
Buy Pregabalin (75 to 300 mg pills) or Lyrica Online from a UK Online Doctor Service Now More at https://www. ukmeds.co.uk/treatments/neu ropathic-pain/pregabalin-capsules/ ,positive
Pregabalin may #lessenpain from irritable #bowelsyndrome ,neutral
My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2nfEhaE #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/pSONUAbsPY,neutral
Pregabalin improved both insomnia and the back pain from spine fractures of my patient.Side effect works well.,neutral
How Safe Are Pregabalin and Z-Drugs They are associated with more overdose deaths than benzodiazepines,positive
Bd si alguien sabe dnde pueda haber lyrica 75 mg. Pregabalin . Desalex . avisar xfa,neutral
Misuse risks gabapentin/ pregabalin .Reminded of this today #MedLearn #Drugs #PatientEducation #MentalHealth pdf > http:// ow.ly/tv8x30a4QZr,neutral
Pregabalin ? It's when you try and sleep,neutral
I've changed to venlafaxine & pregabalin now.. Mirtazipine wasn't working for me I just felt awful physically & mentally!,negative
My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2nco2ep #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/lggdZGfw35,neutral
Been awake for 32 hours now,neutral
Pregabalin 150mg capsules (Funxion) #10 Sig. Take 4 capsules all at once,neutral
Pregabalin + B complex = sepertinya putaran dunia; otakku terasa berputar. drugaddict#,negative
i'm so high on pregabalin rn,positive
just had epidural lower back caused 10 X the problem just started Pregabalin again,neutral
after 14 years of pain,neutral
How Safe Are Pregabalin and Z-Drugs During Opioid Maintenance? - NEJM Journal Watch #hpm http://www. jwatch.org/na43643/2017/0 3/13/how-safe-are-pregabalin-and-z-drugs-during-opioid ,positive
Is Ac.Hyperalgesia'missing link' b/w Postop Pain & CPSP?Althaus Score similar2 indications for Pregabalin ! pic.twitter.com/InCH4xtmYW,negative
Yet no attn on mass killers: NSAIDs+ pregabalin +anti-depressives for pain,neutral
Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,neutral
My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2nQkvzF #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/a1hE5bNZiV,neutral
It's cool! On 'pram and pregabalin . Working well. Also trying to avoid stressing out over the Endless Nightmares in the news,positive
Pregabalin may treat the pain and the stiffness on which other medication doesn't work,negative
I think there should be a big collection published,neutral
What my friends @4Lane called the Hard Stuff"~ #Pregabalin LYRICA! Without its chillax yet invigorating influence I'd be looost! I have 4. pic.twitter.com/X3I3l9NRUm",negative
The anti-convulsant drugs gabapentin and pregabalin may be used. Fibromyalgia,neutral
Pregabalin and duloxetine are approved for the management of #fibromyalgia .,neutral
Benzodiazepine,neutral
Pregabalin may treat the pain and the stiffness on which other medication doesn't work,negative
Does pregabalin have any primary or secondary anti-inflammatory effects?,positive
More science always good -no magic bullet out there- but pregabalin and gabapentin have a valuable role in acute pain @NaveenEipe @NAPS_UK,positive
