Tweets,Sentiment
Good News... BCCI set to welcome CSK in IPL 11... MSD will lead the Team #csk #whistlepodu #whistleswillbeback http:// fb.me/3hl2WaTdd,positive
13th match is over. 47 to go for #csk to return #ipl @ChennaiIPL,neutral
#BCCI confirms #CSK will be back next year with Thala #Dhoni as Captain #Official #CSK2018 pic.twitter.com/ckEuREeUch,neutral
eagerly waiting for #csk promotions starting #IPL2017 finals,neutral
#CSK pic.twitter.com/c3RrvDdWRx,neutral
This pic chinna thala #SureshRaina #Thala #MSDhoni #Champion #DJBravo #CSK #IPL Miss you @ChennaiIPL pic.twitter.com/8sTVAYj74P,neutral
#CsK #Yohan http:// fb.me/7GU3roMst,neutral
    #BoysAreBack #CSK Thala @msdhoni As Lead pic.twitter.com/xliuABkhdk,neutral
msdhoni will join #csk after this season....!! #whistles are back!! http:// fb.me/2SlxsESUF,neutral
it will be the bangam entry #csk #luv you #mahi @msdhoni luv u #thalaiva,neutral
bcci sends the tender to csk franchise!! it's official #csk is back!! http:// fb.me/1gBGAzROl,neutral
Yesterday #CSK and #RR invited for the confirmation of media rights for 2018,neutral
Come back strongly in 2018 from #csk,positive
BCCI confirms that #CSK will be back next year with MS Dhoni as lead ! #Nee vaa #THALA ! #VaaromDaw,neutral
A #CSK Reunion https:// twitter.com/russcsk/status /853010781457104898 ,neutral
#terikkavidalama #csk is back http:// fb.me/3p058ziPu,neutral
http://www. cricafe.com/csk-rr-set-mak e-comeback-ipl-2018/  #csk is back #MSDhoni is back <3,neutral
#BCCI officially announced #CSK will be the part of #IPL2018 #ReturnOfKings #Whistlepodu #ChennaiSuperKings  https:// twitter.com/i/web/status/8 53102795007905792 ,neutral
#ReturnOfKings #Dhoni #CSK @msdhoni @ashwinravi99 pic.twitter.com/xmPDhyJf2q,neutral
#Boysareback2018 #Csk @ChennaiIPL,neutral
Boys are back #CSK pic.twitter.com/PbyhfHdEeC,neutral
#BCCI officially announced #CSK will be the part of #IPL2018 #ReturnOfKings #Whistlepodu #ChennaiSuperKings   ! pic.twitter.com/q0ks3H77we,neutral
#BCCI officially announced #CSK will be the part of #IPL2018 #ReturnOfKings #Whistlepodu #ChennaiSuperKings @msdhoni @ashwinravi99 #IPL pic.twitter.com/OQQQuQ79XY,neutral
#MSDhoni the Best. #IPL #IPL10 #CSK #VIVOIPL http:// ift.tt/2pl3peJ pic.twitter.com/tte5Svbdwn,positive
This! #csk #Raina #Dhoni https:// m.youtube.com/watch?feature= youtu.be&v=27TjLegAVCU ,neutral
#Csk varattum aprm irukku sila silra pasangala #Thatti_Thookidalam,neutral
Waiting for IPL 2018 Back with bang. @msdhoni #csk #Returns,neutral
#Csk 2018 waiting,neutral
#BCCI officially announced #CSK will be the part of #IPL2018 #ReturnOfKings #CSK #Whistlepodu #ChennaiSuperKings pic.twitter.com/yLfxOCOw2P,neutral
#CSK https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
@sreesanth36 @bhogleharsha @virendersehwag when #CSK &#RR are ready to make comeback next year,positive
thats the affection shown by the fans to csk all over india . #Whistlepodu #csk,neutral
Waiting for #ipl2018 .... waiting for #Csk ...,neutral
#CSK is back @ChennaiIPL #Dhoni http:// ln.is/indiatimes.com /9lkRz ,neutral
#MSDhoni #csk pic.twitter.com/Xv0h01h4Xy,neutral
#SummerOf18 @ChennaiIPL Hurrah.. I can start watching #Ipl again.. No #CSK No #IPL #Whistlepodu,neutral
No News Can Get Better Than Dis Thnk u @BCCI For this wonderful news @ChennaiIPL @msdhoni Champions will be back King Of Ipl #MSDhoni #CSK pic.twitter.com/OTmBdKeHZk,positive
BCCI confirms that CSK will be back next year with MS Dhoni as lead ! Waiting eh verify aavuthu #IPL2018 #CSK,neutral
https:// youtu.be/E7bFeJ12_IE hearts feel moments our #csk .We waiting my brotr @msdhoni Gangs. @ChennaiIPL @SaakshiSRawat @ImRaina @msdian_pritha pic.twitter.com/yDqwsbJWGK,neutral
#CSK and #RR all set to comeback on 2018. #msdhoni will come to #CSK #BCCI sources,neutral
Brace Yourself #IPL fans #CSK is coming. https:// twitter.com/DHONIism/statu s/853070811917365248 ,neutral
 .   . 2     #CSK    . #SummerOf18 pic.twitter.com/2ZJFTkCRZx,neutral
#CSK fans be like .... there is no one to separate us from @ChennaiIPL #ChennaiDa #AlwaysCSK pic.twitter.com/8TUQssPzPK,neutral
2 yrs back #csk at Cheapauk Chennai. http:// fb.me/3BX6AM6Xz,neutral
Wo @ChennaiIPL wali yaadein,neutral
#BCCI conformed that #csk will come back in next year 2018 with TeamLead *M.S.DHONI* #IPL2017 #IPL,neutral
waiting for #CSK Entry #Chinnathala,neutral
#BCCI confirms #CSK will be back next year with Thala #Dhoni as Captain #Official,neutral
corruption valla ban aina teams ki ee welcoming ento? #CSK #RR,neutral
#WeStandByDhoni may the hard times comes... @msdhoni don't be panic We are always with yoU.... MSDIANS be lyk always MSDIANS #CSK waiting4U,negative
RT if you are waiting for #CSK 's comeback,neutral
  #CSK pic.twitter.com/bmihy1wVw8,neutral
Reports suggests that #BCCI set to welcome #CSK and #RR when they release tender for media rights also #Dhoni might join CSK in next season.,positive
#CSK,neutral
#BCCI set to welcome #CSK .. #MSDhoni to join #CSK at the end of #IPL 2017..,positive
#BCCI confirms #CSK will be back next year with Thala #Dhoni as Captain #Official pic.twitter.com/Zf9lBgsyOZ,neutral
#BCCI confirms #CSK will be back next year with Thala #Dhoni as Captain #Official pic.twitter.com/mHpasNPftQ,neutral
#BCCI set to welcome #CSK .. @MSDhoni to join #CSK at the end of #IPL 2017.. https:// circleofcricket.co/2017/Apr/14/IP L-2017-BCCI-set-to-welcome-CSK-RR/  ,positive
#BCCI set to welcome #CSK .. #MSDhoni to join #CSK at the end of #IPL 2017.. https:// circleofcricket.co/2017/Apr/14/IP L-2017-BCCI-set-to-welcome-CSK-RR/ ,positive
If #CSK returns... #RPS will be eliminated from IPL am..!! Dear Harsh Goenka... Vaazhka Oru Vattam da..!,negative
@SirJadeja I want #RPS to loose but want @msdhoni to perform Well and give a tight slap to his haters. #CSK #reunion https:// twitter.com/sirjadeja/stat us/852927538322079744 ,negative
  ...  -  ' '  ! #OLBNNews #Dhoni #MSD #CSK ... http:// fb.me/6DumcRjvz,neutral
The man who lead #csk for 8 #ipl season one and only Ms Dhoni set ready to make comeback In #chennaisuperkings as skipper #mahi #csk pic.twitter.com/lC9IG10T9J,positive
The two teams will be a part of IPL 11?? Who else is waiting for them? http:// bit.ly/2odpHOs #CSK #Chennai #RR #Rajisthan #IPL #IPL2017,neutral
#CSK #YellowArmy https:// twitter.com/BrokenCricket/ status/853072397477396480 ,neutral
@msdhoni My Dear World... Your King of Kings...We are waiting to see you on yellow #whistlepodu #CSK pic.twitter.com/vk6azP6T6u,neutral
 #CSK ,neutral
#whistle pooddduuu all the #csk fanss #MSD is back to his team #OneYearToGo #IPl11 http:// fb.me/7EvR2jmXx,neutral
@ChennaiIPL @BCCI Gives IOT to #CSK and #RR Bt Rajasthan franchise going to be chang,neutral
#CSK https:// twitter.com/ImRaina/status /852966216205561856 ,neutral
hey homie.get done with the practices this year. We gotta kick some ass next yr. #badass #CSK #fanforlife .,neutral
@msdhoni will back in this season,neutral
@SPFleming7 was so good with his strategies when he was with #CSK . Must play Dhoni at 4 and Stokes at 5 in the next match. @RPSupergiants,positive
#csk returns the ipl games dhoni in to toss,neutral
@JontyRhodes8 Agree? @ImRaina Waiting for your grand comeback to @ChennaiIPL and Team India very soon. #CSK #Raina pic.twitter.com/7de3ecoRDN,positive
Love u till the end of time @msdhoni #msdhoni #ipl #teamindia #CSK forever,positive
Next year I wants to play for #CSK @ChennaiSuperK10 @Whistlepodu4Csk @msdhoni @ImRaina @ashwinravi99 @Bazmccullum @imjadeja @faf1307,positive
waiting for #csk,neutral
@msdhoni @ImRaina you know We feel yesterday like this picture only....We eagerly waiting for #csk re entry in #IPL11 pic.twitter.com/tHaVqTYNyJ,neutral
@msdhoni You are legend. @hvgoenka Wait for IPL 2018. Picture abhi bakhi hein mere dost. #CSK #westandbydhoni,negative
@hvgoenka Wait 4 #CSK 2 come next year. You might end up pulling your franchise back. @msdhoni can't wait @SirJadeja #ipl,neutral
Cap confirm for kholi but the cup not yet received by kholi,neutral
Waiting for some big 6's Yellow Color #csk #ipl https://www. instagram.com/p/BS4RNOGl9Ya/,neutral
@ImRaina whole #TamilNadu waiting for the #CSK entry next year,positive
Great News!! Csk Back with Dhoni #westandbydhoni #ipl #IPL2017 #csk http://www. cricafe.com/csk-rr-set-mak e-comeback-ipl-2018/ ,positive
#dhoni will be back as #csk captain with his bombarded performance with his own team . Miss your performance #mahi,positive
Waiting for a bang like mad for 2 years #CSK,negative
obviously a topic.. Bcz of owners of #RR #CSK players r being called fixers....,neutral
#CSK http:// fb.me/3AMx4cxrp,neutral
Fabulous catch by u champ love u champ and dwe r waiting for nxt year ipl with #csk @msdhoni @ImRaina,positive
@AaronFinch5 @TheGujaratLions @aj191 congrats @ImRaina pls be back to #csk next year,neutral
Seriously dude. #CSK topic ain't worthy enough to have a discussion. They are corrupt proven by SC. And paying price for that. Period.,negative
@ImRaina waiting for #csk,neutral
Enjoy a lot #CSK,positive
We are waiting to see @ImRaina bhai to play in #CSK bleed yellow we love you a lot Raina bahi,positive
#WeStandByDhoni waiting for comeback to #csk,neutral
Bond b/w #Raina n #CSK unbeatable https:// twitter.com/ImRaina/status /852961116242157568 ,neutral
I dont its exciting till #csk returns,positive
Congratulations for #Mr150 #Sonu really missing u in #yellowJersey #CSK @ImRaina Will u play #2k18 for #csk ?? pic.twitter.com/98z936aMdG,negative
150th Match! Stunning catch! Great captaincy! Super boundaries! Nailed it @ImRaina Good luck for rest of the matches! #RainaFan #CSK,positive
This pic made me cry as a #CSK fan #westandbydhoni #dhoni #GLvRPS From csk to Rising Pune Supergiant the journey tells it #IPL pic.twitter.com/JpRKkQ3qHo,neutral
Eagerly waiting for #CSK and @msdhoni as a caption...,neutral
Im eagerly waiting to see you on #CSK @ImRaina #2k18,neutral
@ImRaina congo for #150th IPL Play well.. take care of your family...They means you :) Come back #Summer28 #Csk,neutral
@msdhoni #csk #chennai waits 4 u thala dhoni,neutral
@msdhoni @ImRaina @ashwinravi99 #csk Will be back #chennai waiting for dhoni https:// twitter.com/ChennaiIPL/sta tus/852915263385239552 ,neutral
@ChennaiIPL both Hat Trick taking bowlers were part of CSK's squad. CSKians rocks. @ImRaina @imjadeja @ashwinravi99 #csk,neutral
Best openers .... #csk,positive
#GLvRPS So this may be last year for RPS after their horror performance since their debut so we are waiting 4 #CSK to back in action nxt yr,positive
#BCCI set to welcome #CSK <3 #MSDhoni to join #CSK at the end of #IPL 2017 <3,positive
#csk #WeStandByDhoni #WeStandByDhoni #WeStandByDhoni #WeStandByDhoni #WeStandByDhoni #WeStandByDhoni #WeStandByDhoni #WeStandByDhoni,neutral
bro take rest ,neutral
Andrew Tye and Samuel Badree got #Hatrick Remind You - both have represented #CSK in the past #WeStandByDhoni,negative
Can't wait anymore for #csk,neutral
#CSK #MSD http:// fb.me/WVRu3t71,neutral
#WeStandByDhoni #csk will back with captain cool @msdhoni next #ipl 11 #GLvRPS pic.twitter.com/3N1EE73Xth,positive
#Duo 's are back it was really a feast watching them bat #Brendon_Mccullum #Dwayne_Smith <3 <3 remembering #by_gone memories #CSK #Roar,positive
Hopefully we can see them again in yellow next year #csk https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
@This what happens when you hate dhoni. #csk #IPL #IPL2017 pic.twitter.com/amwbvjzebp,negative
We are coming back strong. #CSK #IPL2018 pic.twitter.com/dyk19qcaP2,positive
#WeStandByDhoni Get him back in yellow Jersey of #CSK and see the magic of Dhoni Color makes the difference @msdhoni,positive
A day of hat-tricks. Interestingly,positive
@RPSupergiants least Followed @IPL team among all Teams even among suspended #RR & #CSK Jst bcz of their owner @hvgoenka is disrespecting Ms,negative
Support #Dhoni forever .... Don't worry mahi Bhai millions of your fans are with you.... #westandbydhoni .... Waiting for #csk .... pic.twitter.com/cVdib1Nzql,neutral
This picture could be heart breaking for #CSK Fans. #IPL #GLvRPS pic.twitter.com/2eCMTy47Qk,neutral
#GLvRPS @ImRaina @msdhoni you both are #CSK blood congratulations #RAINA and respect for #msdhoni,neutral
#BCCI set to welcome #CSK .. #MSDhoni to join #CSK at the end of #IPL 2017 Source - @comment dappa,positive
Next year the IPL Kings #CSK returns yeyyyyy...:-) :-) pic.twitter.com/ZBSezv01ex,neutral
Now I want #Csk reunion picture... @ImRaina @DJBravo47 @SPFleming7 @faf1307 @msdhoni #Csk #westandbydhoni #ipl #GLvRPS,neutral
We are back #msdhoni #csk https:// twitter.com/rameshlaus/sta tus/852946847404576768 ,neutral
Tonight #Hussey in commentary box #Csk family complete @msdhoni @ImRaina #ipl #CSKvCSK,positive
Whistles are ready! #Whistlepodu #CSK #MSD https:// twitter.com/rameshlaus/sta tus/852946847404576768 ,positive
#BCCI set to welcome #CSK .. #MSDhoni to join #CSK at the end of #IPL 2017..,positive
Varom sollu thalli nillu #CSK #2018 pic.twitter.com/diynx74UZA,neutral
#BCCI set to welcome #CSK .. #MSDhoni to join #CSK at the end of #IPL 2017.. https:// circleofcricket.co/2017/Apr/14/IP L-2017-BCCI-set-to-welcome-CSK-RR/ ,positive
2018 #csk,neutral
We need this kinda pic rn. @ImRaina @faf1307 @DJBravo47 @msdhoni !! #RPSvGL #CSK https:// twitter.com/msdianshreya7/ status/852942473974259712 ,neutral
@hvgoenka @msdhoni will forgive you but Karma is a Bi*** bottom of the points and fair play table #IPL #rpsvsgl #cSKforever #GLvRPS #CSK pic.twitter.com/pbOiDsucuH,positive
#IPL2018 Waiting Waiting Waiting #CSK Team Malli Kalisthe Untadi Opposition Ki Band Baaja Bharath Yee....,neutral
U @hvgoenka & @RPSupergiants Made It To The Top Of The Table (Frm Btm ) ,positive
That's what a destructive opening partnership can do the confidence of a team. The #CSK pair in form is a serious threat to any attack #IPL,negative
Don't worry #Thala ... You'll rock next year #CSK . #westandbydhoni,neutral
The word #Csk spelled by #sureshraina Ends my day welll.. @ChennaiIPL @CSKFansOfficial @TNRainaFans @Raina_Universe,neutral
@hvgoenka bitten by Frankenstein's (Dhoni's) monster (baz) lol Nw v knw wat is a jungle nd whos t king #GLvsRPS #Dhoni #baz #csk,positive
@stevesmith49 #RPS good show to capture bottom of the table. @ashwinravi99 It's fate of RPS ,positive
Heart breaking moment for #csk lovers..... #GLvRPS @ImRaina pic.twitter.com/pyMJn9raN8,neutral
Match Katamb na.Ab post Karo photo @ImRaina @msdhoni @faf1307 @DJBravo47 We are waiting:P #CSK,neutral
#CSKmemories #CSK @ImRaina @imjadeja @Bazmccullum Dr.smith,neutral
Palaya Records eduthuu paarunga #CSK #CSK pic.twitter.com/7yOIM3UobX,neutral
Remember #CSK We will be back! https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
You are not a true @msdhoni fan unless you are blocked by @hvgoenka #IPL #cskforever #IPL2017 #GLvRPS #csk,negative
This Moron just blocked me for this!! @hvgoenka ! #IPL #CSK @ChennaiIPL #MsDhoni pic.twitter.com/21oMx0cJcH,negative
Again Minni #csk won the heart #GLvRPS well done @gujratlink,neutral
Just to say,neutral
Generally I don't like the colour But trust me,positive
Want them in YELLOW nxt year #CSK #Dhoni #raina #jadeja,neutral
Yes #Csk #Whistlepodu https:// twitter.com/arvinfido_/sta tus/852938887748046848 ,neutral
#sureshraina looking dangerous.... #Raina150 #westandbydhoni #WeStandWithDhoni #msdhoni #csk,negative
This Really Hurts To See @msdhoni @ImRaina @imjadeja #CSK @ChennaiIPL #MSDhoni #WeStandByDhoni #UnexpectedMoment #TimeChanges pic.twitter.com/dtn58DWme0,positive
 CSK=RPS*GL  when I see today match ..No opponent in the match #RPS #msdhoni #MotoRPS #csk #IPL2017 #msd "CSK=RPS*GL" #GLvRPS #IPL10 pic.twitter.com/DBijuZC7vq,neutral
Next year Namma #Csk will rock,neutral
All chennai player blast today except dhoni because he will blast next year with his yellow army #CSK #GLvRPS,neutral
  . 2        #CSK  RT  pic.twitter.com/U03fzUhq7n,neutral
 CSK=RPS*GL  when I see today match ..No opponent in the match #RPS #msdhoni #MotoRPS #csk #IPL2017 #msd "CSK=RPS*GL" pic.twitter.com/0cxl7QL2g4,neutral
That the thing we want to show @hvgoenka ... we support dhoni we love dhoni waiting for #csk to comeback #WeStandByDhoni,positive
#WeStandByDhoni he is a star !! He becomes super star when he wears yellow again. @msdhoni @SaakshiSRawat . #csk #wemissyou,positive
This pic!! the fearless lion with its army from the den to the battlefield! #dhoni #captaincool #bleedblue #csk pic.twitter.com/MGsoITusZn,neutral
Today is great reunion of #CSK Dhoni,positive
#GLvRPS match between all #CSK players,neutral
     #CSK,neutral
Miss u #CSK,neutral
@ChennaiIPL @SriniMama16 @msdhoni @ImRaina @SirJadeja @ashwinravi99 @DJBravo47 @faf1307 @mucullum we are waiting for IPL2018 #CSK https:// twitter.com/MSDIAN7/status /852933128607850496 ,neutral
#westandbydhoni @msdhoni loveeeeeeeee uuuuuuuuu msd #comeback with bang in #csk capt pic.twitter.com/ipFr2piaZr,neutral
Owner sari ya irundha dhan... Workers um sari ya irupanga #RPS n Owner Next Year Ipl La DHoni masss kaatuna podhum #Csk,neutral
CSK CSK EVERWHERE #CSK,neutral
CSK fans in stadium #cskforever #csk !! @ChennaiIPL !! pic.twitter.com/q3zCssoMh9,neutral
Jaddu picking MSD,neutral
Best Openers... #CSK Ki Yaad Dila Di... @IPL #eit20 pic.twitter.com/v3MF8Z1Ws0,positive
#CSK gave you so much.. So everytime u c former @ChennaiIPL player.. Beautiful memories #ipl,positive
plz plz god..when will we be together again.. #CSK Again,neutral
If you respect the #legend he will make some magic but if you disrespect then definitely he will give you the #shit #dhoni #Pune #csk pic.twitter.com/LyYYMEQJPH,positive
How time changes #CSK #IPL #Dhoni #Raina #Jadeja pic.twitter.com/vT7J2k7lGd,neutral
RPS is a lost case. Persisted with d team only coz of #MSDhoni End of #IPL for me. Await the come back of men in Yellow. #CSK #Whistlepodu,neutral
Hussey from that commentry Box is talking about #CSK as well!!,neutral
And #Hussey cant stop speaking about #CSK Once a Cskian Always a CSKian #IPL @ChennaiIPL Love You Huss Master,positive
and evryone thats been smashing the ball around today is a #csk player....,neutral
Too much of yellow madness in the ground. #CSK #WhistlePodu #CSKvCSK,neutral
#CSK running away with the game. #IPL,negative
#CSK https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
Just training For #Csk team I remember the #Old match for Csk @Bazmccullum @DhanushKavi2,positive
Talks of #CSK all over Twitter !! #GlvRPS,neutral
   . #CSK,neutral
#GLvRPS Both #CSK openers are on practice for next Season... #IPL10 #IPLT20,neutral
     #CSK https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
Remember #CSK a lot during this opening partnership... #IPL miss #CSK #GLvRPS,neutral
And wicket-keeper behind the stumps,negative
Fleming tactics & selection r gone wrong in last 2 years,negative
Without CSK ,neutral
Mccullum and Smith have started practicing for next year! Wow. :D _/\_ C.....S.....K.... #CSK #VIVOIPL #Whistlepodu @ChennaiIPL,positive
Mcculum and smith providing a smashing start !! Followed by raina at one down #csk #csk #csk #GLvRPS #whistlepodu !!,negative
@RPSupergiants GL171/1 OVER15.5 D SMITH 47 S Raina 43* Mccullum85* his form #CSK #msdhoni,neutral
Another #Csk mate join #Baz #CskReunited #GLvsRPS #ipl #GameMaariChhe #RangWahiJungNayi #msdhoni #Whistlepodu,neutral
Even the commentators are talking only about #csk ,neutral
#csk https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
Mccullum and Smith have started practicing for next year! Wow. :D _/\_ C.....S.....K.... #CSK #VivoIpl #MSD #Whistlepodu,positive
sher agar ghayal bhi ho jaye tab bhi rahta to vo jangal ka raja hi hay. @ChennaiIPL #csk dil me hay dhoni,neutral
I think his heart is with #CSK & Srini Mama. Waiting for ban to end. #msdhoni,neutral
Fabulous start by @Bazmccullum and #smith .Nostalgic feeling for #Csk . Also having @msdhoni behind the stumps #GLvRPS #VIVOIPL @ipl2017,negative
It's CSKvsCSK,neutral
Why can't u play with baba aparajith and indrajith?just always sitting in dugouts #RPS #csk #RPSvGL,neutral
Only a CSKian can understand this. #CSK #WeStandByDhoni https:// twitter.com/inzaynpari7/st atus/852928694834343936 ,neutral
Brendon McCullum & Dwayne Smith rewinding the #CSK days ... Poor Pune have no answers in the 1st 6 overs ! #GLvRPS #IPL,negative
#GL best openersaaa. Ivanga open Lanna semaya irukom nu kandu pidichathe nangatha #csk #ipl,positive
Enjoying this batting by Smith and McCullum #CSK #Nostalgia #CSKDerby #GLvRPS,positive
Baz and Doctor. #csk da,neutral
This Dhonian Onions are ranting on my TL. Go,neutral
thats why #Dhoni is not playing well as a batsman. He is waiting for #CSK .,neutral
Dangerous pair is back,negative
The Doctor #DwayneSmith always best when opening . He has done well for #CSK and @TheGujaratLions finally gets him to bat at top #GLvRPS,positive
It's not the same without the boys in yellow!!! #CSK https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
It was 2 year suspension!! You are already scared of our comeback !! #csk !!,neutral
Deadly opening combo this,negative
   #csk  #GL  &  #GLvsRPS,neutral
#csk 1 year wait for yellow jersey,neutral
CSK vs SRH !! Matches played : 6 CSK : 4 SRH : 2 BURN !!! #CSK !! https:// twitter.com/mythreyaks/sta tus/852925894968582145 ,neutral
Smith and Mccullum....WOW that kindles so many memories to the #csk fan! #ipl #GLvRPS,positive
Haters troll as much as u want because in 2018,positive
Nostalgia moment when Smith and McCullum smashing the bowlers all around the ground. #CSK . If Dhoni in Gujarat team it's the perfect CSK 2.0,positive
It's all happening out there! The #CSK openers Dwayne Smith & Brendon McCullum on fire. Closely watched by skipper Dhoni behind the stumps!,negative
#msdhoni #helicopter_shot #csk #2018 #ipl #westandbydhoni pic.twitter.com/qaJm2EYtai,neutral
This #WhistlePodu shit is already disgusting. Wish,negative
#WeStandByDhoni Come Home Thala... #CSK ...We are Waiting... #WhistlePodu,neutral
aftr interduction of #CSK in #IPL yellow standa for destruction #GLvRPS #smith #BrendonMcCullum,neutral
Baz and Dr Smith opening,neutral
Nice batting by #GL and former #csk opener... #GLvRPS #sonysix,positive
Smith & McCullum's opening partnership. Dhoni,neutral
#thala #dhoni #csk #msdian https:// twitter.com/suprithapai14/ status/852916505763209216 ,neutral
Bang bang bang #CSK,neutral
Remembering and Missing #CSK https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,negative
This hurts the most for every #CSK fan #GLvRPS #IPL pic.twitter.com/QdO6aIcR1o,positive
McCullum & Smith. What a dangerous opening pair. Anyone remember them in yellow??? Yes,negative
And our opening pair of Bazz & Smith going great guns... Miss u #CSK ... #10SaalAapkeNaam #GLvRPS,positive
#CSK #Whistlepodu https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
Always #csk #Whistlepodu #YellowArmy https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
@msdhoni #csk pic.twitter.com/w5CmWRsm4f,neutral
#GLvRPS McCullum and Smith. Remember them in yellow!! #CSK,neutral
Harsha Bhogle: McCullm and Smith. Remember them in yellow!! http://www. cricbuzz.com/live-cricket-s cores/18133/gl-vs-rps-13th-match-indian-premier-league-2017  #GLvRPS via @cricbuzz Cant wait 2 c dm in #CSK nxt yr.,positive
#Csk @Amogh_09 https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
 #Csk https:// twitter.com/bhogleharsha/s tatus/852922699936563202 ,neutral
Top 3 #CSK,positive
The #CSK duo is in for Gujarat & looking good so far. #RPSvGL,positive
Don't insult me! #whistlepodu all the way! IPL without #CSK is a joke,neutral
The destructive opening pair as expected. Brings on lots of memories. :') #BazSmith #CSK #GLvsRPS,negative
Both #CSK openers up against Dhoni #GLvRPS,neutral
#Csk Pair @ChennaiIPL,neutral
D.Smith is back as opener! Bazz-Dwayne combo is back! #CSK #GL #GLvRPS,neutral
The dangerous #Csk opening pair is here! #CskReunited #GLvsRPS #ipl #GameMaariChhe #RangWahiJungNayi #msdhoni #Whistlepodu #bazz #smith,negative
You have told this then how come next year as cap of #CSK ?,neutral
Thala #msdhoni will comeback strong !! Hate seeing him in Pune jersey !! Yellow is the color !! #csk #SummerOf18 pic.twitter.com/lGDzEPRVyY,negative
Owner aama. Thu. Thala just wait for this season. #CSK #2018 #WeStandByDhoni pic.twitter.com/73sPYtPOnX,neutral
#IPl #IPLselfie #IPLFantasy @ImRaina @msdhoni @faf1307 @DJBravo47 @ashwinravi99 @albiemorkel @SPFleming7 #csk Eager to CSK!! pic.twitter.com/gPacn9NQlk,neutral
 #CSK ,neutral
#Rps dhoni must be the captain of rps and if not then no need for him to play for this team...Release him.!!! #CSK Waiting pic.twitter.com/4MbmAqwgHO,neutral
2 hattricks on the same day in IPL. #GLvRPS #RCBvMI #Badree #Tye #IPL2017 #CSK,neutral
         #CSK  ,neutral
      #csk,neutral
#WeStandByDhoni Next year will be the real feel of #ipl #csk #thala #dhoni,positive
Yes the whistles will be back - loud and ear shattering! #Whistlepodu #CSK #WeStandByDhoni https:// twitter.com/chennaiipl/sta tus/852915263385239552 ,positive
Waiting for #Dhoni to join #CSK,neutral
Miss our #CSK though,neutral
    !! #CSK #MSDhoni #IPL2018,neutral
Andrew Tye was on the Bench for #CSK 2 years back.. #IPL,neutral
That thala eh thalapathi ya moment #rpsvsgl @msdhoni Vs @ImRaina #csk,neutral
Factu #CSK pic.twitter.com/yIvhqepi4M,neutral
@msdhoni Sir Plz Leave the Team @RPSupergiants they don't deserve u. Plz wait till next IPL.Will see u in @ChennaiIPL as a captain. #CSK,neutral
#MSDhoni will be back with the bang in the next IPL for his own team #CSK . Things are not gud with #RPS . Waiting thala #WeStandByDhoni,positive
@hvgoenka #csk Come back soon . #mahi #dhoni We fans r dying to see u leading #csk #bleedyellow Don't make a single run also for #RPS,negative
Better #MSD Leave #RPS n next year he can become Captain of #CSK #WeStandByDhoni,positive
    .   ,neutral
#MSDhoni gone #Mr .Goneka it's your turn to start #criticism . #WeStandWithDhoni #csk #ipl2018 @SirJadeja @msdhoni,neutral
#MSDhoni #Raina #Jadeja #Ashwin k bina #CSK adhura hai #WeStandByDhoni #IPL #CSK #RPSvGL,neutral
Come back nxt yr apo. Vera level msd dhaan #csk,neutral
Time sari illa. Better to leave this ipl and comeback next year as a king. #CSK #GLvRPS,positive
Heart says @TheGujaratLions but it also says @msdhoni . Just a #csk fan things. @ChennaiIPL We will have a reunion soon. :),neutral
Bcoz...He loves to play in #CSK only... https:// twitter.com/fwildecricket/ status/852911552705515520 ,neutral
Next year #CSK ku palaya dhoni ya kandippa vandhu jeika veipaar,neutral
Watching #RPSvGL is like #CSK A & B team,neutral
#WeStandByDhoni huh dw dhoni fans he's an Phoenix... keep calm and wait for the king's #CSK entry pic.twitter.com/5rNGU1b9xV,positive
#Dhoni Bhai Next #IPL Me #CSK Se Nikaaloge To Nhi Na. Galti Ho Gyi. Maaf Kar Diyo #WeStandByDhoni #RPSvGL #GLvRPS #IPL #IPL2017,neutral
#Dhoni Bhai Next #IPL Me #CSK Se Nikaaloge To Nhi Na. Galti Ho Gyi. Maaf Kar Diyo #WeStandByDhoni #RPSvGL #GLvRPS #IPL #IPL2017,neutral
     # '  #    ...!! #Dhoni #CSK #WeStandByDhoni #WhistlePodu,neutral
Plan? RPS believes more in numerology than Talent,positive
Haha..he can't wait for #CSK to be back next year..,positive
And the man himself seems least interested in this year's #ipl . #CSK next year?,negative
#CSK #RCB #MI #RPS https:// twitter.com/AndhraRowdy/st atus/852858795890008064 ,neutral
#msdhoni we respect u.... Waiting for #csk as a captain....Love u,positive
